id,scientific_name,family,kingdom,phylum,parent,class,genus
12707,Turdus pilaris,Turdidae,Animalia,Chordata,Turdus,Aves,Turdus
12764,Turdus rufitorques,Turdidae,Animalia,Chordata,Turdus,Aves,Turdus
16623,Empidonax atriceps,Tyrannidae,Animalia,Chordata,Empidonax,Aves,Empidonax
24391,Duellmanohyla rufioculis,Hylidae,Animalia,Chordata,Duellmanohyla,Amphibia,Duellmanohyla
17634,Campethera nubica,Picidae,Animalia,Chordata,Campethera,Aves,Campethera
20535,Crypturellus soui,Tinamidae,Animalia,Chordata,Crypturellus,Aves,Crypturellus
26527,Rhacophorus reinwardtii,Rhacophoridae,Animalia,Chordata,Rhacophorus,Amphibia,Rhacophorus
144768,Calendulauda albescens,Alaudidae,Animalia,Chordata,Calendulauda,Aves,Calendulauda
23611,Litoria rubella,Pelodryadidae,Animalia,Chordata,Litoria,Amphibia,Litoria
1289509,Lanius corvinus,Laniidae,Animalia,Chordata,Corvinella,Aves,Corvinella
12237,Acanthorhynchus superciliosus,Meliphagidae,Animalia,Chordata,Acanthorhynchus,Aves,Acanthorhynchus
34141,Pachydactylus maculatus,Gekkonidae,Animalia,Chordata,Pachydactylus,Squamata,Pachydactylus
42657,Didelphis aurita,Didelphidae,Animalia,Chordata,Didelphis,Mammalia,Didelphis
42380,Ourebia ourebi,Bovidae,Animalia,Chordata,Ourebia,Mammalia,Ourebia
11972,Stelgidopteryx ruficollis,Hirundinidae,Animalia,Chordata,Stelgidopteryx,Aves,Stelgidopteryx
47107,Myrmecophaga tridactyla,Myrmecophagidae,Animalia,Chordata,Myrmecophaga,Mammalia,Myrmecophaga
145308,Spinus psaltria,Fringillidae,Animalia,Chordata,Spinus,Aves,Spinus
7244,Musophaga rossae,Musophagidae,Animalia,Chordata,Musophaga,Aves,Musophaga
13920,Sporopipes frontalis,Ploceidae,Animalia,Chordata,Sporopipes,Aves,Sporopipes
199841,Haemorhous purpureus,Fringillidae,Animalia,Chordata,Haemorhous,Aves,Haemorhous
32864,Chamaeleo chamaeleon,Chamaeleonidae,Animalia,Chordata,Chamaeleo,Squamata,Chamaeleo
9639,Carpodacus erythrinus,Fringillidae,Animalia,Chordata,Carpodacus,Aves,Carpodacus
59815,Sorex cinereus,Soricidae,Animalia,Chordata,Sorex,Mammalia,Sorex
65864,Ingerophrynus celebensis,Bufonidae,Animalia,Chordata,Ingerophrynus,Amphibia,Ingerophrynus
29764,Lamprophis aurora,Lamprophiidae,Animalia,Chordata,Lamprophis,Squamata,Lamprophis
30268,Coelognathus flavolineatus,Colubridae,Animalia,Chordata,Coelognathus,Squamata,Coelognathus
7384,Ammomanes deserti,Alaudidae,Animalia,Chordata,Ammomanes,Aves,Ammomanes
23455,Afrixalus fornasini,Hyperoliidae,Animalia,Chordata,Afrixalus,Amphibia,Afrixalus
458,Aramides saracura,Rallidae,Animalia,Chordata,Aramides,Aves,Aramides
17050,Poecilotriccus plumbeiceps,Tyrannidae,Animalia,Chordata,Poecilotriccus,Aves,Poecilotriccus
10079,Tachyphonus coronatus,Thraupidae,Animalia,Chordata,Tachyphonus,Aves,Tachyphonus
4345,Larus occidentalis,Laridae,Animalia,Chordata,Larus,Aves,Larus
42961,Thylogale stigmatica,Macropodidae,Animalia,Chordata,Thylogale,Mammalia,Thylogale
62797,Gambelia wislizenii,Crotaphytidae,Animalia,Chordata,Gambelia,Squamata,Gambelia
29536,Lycodonomorphus rufulus,Lamprophiidae,Animalia,Chordata,Lycodonomorphus,Squamata,Lycodonomorphus
512092,Sturnia pagodarum,Sturnidae,Animalia,Chordata,Sturnia,Aves,Sturnia
5532,Buceros rhinoceros,Bucerotidae,Animalia,Chordata,Buceros,Aves,Buceros
67819,Arvicola amphibius,Cricetidae,Animalia,Chordata,Arvicola,Mammalia,Arvicola
13494,Gerygone igata,Acanthizidae,Animalia,Chordata,Gerygone,Aves,Gerygone
9083,Cardinalis cardinalis,Cardinalidae,Animalia,Chordata,Cardinalis,Aves,Cardinalis
43530,Theropithecus gelada,Cercopithecidae,Animalia,Chordata,Theropithecus,Mammalia,Theropithecus
5150,Hieraaetus morphnoides,Accipitridae,Animalia,Chordata,Hieraaetus,Aves,Hieraaetus
8269,Dicrurus forficatus,Dicruridae,Animalia,Chordata,Dicrurus,Aves,Dicrurus
1289681,Riccordia ricordii,Trochilidae,Animalia,Chordata,Riccordia,Aves,Riccordia
1289423,Argya striata,Leiothrichidae,Animalia,Chordata,Turdoides,Aves,Turdoides
144469,Hieraaetus wahlbergi,Accipitridae,Animalia,Chordata,Hieraaetus,Aves,Hieraaetus
43606,Avahi laniger,Indriidae,Animalia,Chordata,Avahi,Mammalia,Avahi
3623,Geophaps scripta,Columbidae,Animalia,Chordata,Geophaps,Aves,Geophaps
43567,Otolemur crassicaudatus,Galagidae,Animalia,Chordata,Otolemur,Mammalia,Otolemur
10585,Calamospiza melanocorys,Passerellidae,Animalia,Chordata,Calamospiza,Aves,Calamospiza
225741,Neotamias canipes,Sciuridae,Animalia,Chordata,Tamias,Mammalia,Tamias
10168,Pooecetes gramineus,Passerellidae,Animalia,Chordata,Pooecetes,Aves,Pooecetes
116950,Lybius torquatus,Lybiidae,Animalia,Chordata,Lybius,Aves,Lybius
145031,Copsychus fulicatus,Muscicapidae,Animalia,Chordata,Saxicoloides,Aves,Saxicoloides
