id,canonical,Species ID,Body symmetry,actual evapotranspiration rate in geographic range (millimeters per month),adult yearly survival (percent),age at eye opening (days),age at maturity (days),amino acid composition of milk,animal population density (individuals per square kilometer),are commensal with,are eaten by,are host of,are killed by,are mutualistic with,are parasitized by,are preyed upon by,are vectors for,ash content (percent),auditory system,basal metabolic rate (watts),behavioral circadian rhythm,bill length (mm),body length (mm),body mass (g),body shape,body temperature (kelvin),breeding habitat,carbohydrate composition of milk,cellularity,clutch/brood/litter size,co-roost with,conservation status,developmental mode,diet breadth,diet includes,dispersal age (days),eat,ecomorphological guild,ecoregion,egg diameter (mm),egg laying begins,egg mass (oz),endemic to,extinction status,fatty acid composition of milk,females per group,first appearance,foraging habitat,foraging time,forelimb length (mm),genome size (pg),geographic distribution,geographic range (size of area) (km^2),gestation period duration (days),growth rate (/day),habitat,habitat breadth,harvested in,has sexual dimorphism,has toxin,have ectoparasite,have endoparasite,have host,have pathogen,head-body length (mm),hearing range (Hz),hearing threshold (dB),hind tarsus length (mm),home range (km^2),human population density (individuals per square kilometer),human population density change,initial mortality rate (/year),inter-birth interval (days),introduced range includes,invasive in,kill,last appearance,latitude (degrees),life span (months),litters per year,locomotion,log10 productivity,longitude (degrees),male female body mass ratio,male tenure (months),males per group,mass (g),mating system,midpoint altitude (m),migration,milk lipids (percent),milk solids (percent),mineral composition of milk,mineralized skeleton contains,motility,native range includes,nest type,number of dna records in ggbn,number of fossil occurrences,number of public records in bold,number of records in gbif,number of records in iNat,number of research grade records in iNat,number of specimens in ggbn,nutrient composition of milk,onset of fertility (days),outer ear length (mm),parasitize,parental care,population group size,population trend,potential evapotranspiration rate in geographic range (millimeters per month),precipitation in geographic range (millimeters per month),prenatal development duration (days),prey on,protein composition of milk,range midpoint latitude (degrees),reproduction,reproductive skew (percent),sensory system,sexual system,social group size,social system,soil composition,systolic blood pressure (mm hg),tail length (mm),tarsometatarsus + middle toe length (mm),tarsus length (mm),teat number,temperature at range midpoint latitude (degrees celsius),temperature in geographic range (0.1°c),testes mass (g),testis location,trophic guild,type specimen repository,used for,visit,visit flowers of,visual system,vocalization behavior,water dissolved o2 concentration (mL/L),water nitrate concentration (µmol/l),water o2 saturation (percent),water phosphate concentration (µmol/l),water salinity (psu),water silicate concentration (µmol/l),water temperature (degrees celsius),weaning age (days),wet body mass (g)
26745,Ambystoma texanum,1018152,"('bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records',)",,,,,,,,"('Asio otus (Linnaeus 1758) (Long-eared Owl)', 'Thamnophis sirtalis (Linnaeus 1758) (Common Garter Snake)')","('Hexamastix batrachorum (Alexeieff) Alexeieff', 'Cosmocercoides variabilis (Harwood 1930)', 'Myxidium serotinum', 'Cylindrotaenia americana Jewell 1916')",,,"('Hexamastix batrachorum (Alexeieff) Alexeieff', 'Cosmocercoides variabilis (Harwood 1930)', 'Cylindrotaenia americana Jewell 1916', 'Myxidium serotinum')","('Thamnophis proximus proximus (Say ex James 1823)', 'Nerodia sipedon sipedon (Linnaeus 1758)', 'Nerodia fasciata confluens (Blanchard 1923) (Banded Water Snake)', 'Nerodia sipedon (Linnaeus 1758) (Lake Erie Water Snake)', 'Thamnophis sirtalis (Linnaeus 1758) (Common Garter Snake)')",,,"('otolithsURI:https://www.wikidata.org/entity/Q591800Definition:Inner-ear structure in vertebrates which detects acceleration and may detect acoustic signalsshow all records', 'lungsURI:https://www.wikidata.org/entity/Q7886Definition:essential respiration organs in many air-breathing animalsshow all records', 'extratympanicURI:https://eol.org/schema/terms/extratympanicDefinition:conduction of sound to the inner ear of a vertebrate by a pathway other than the tympanic membrane and the ossicles of the middle earshow all records')",,,,"(178.0,)",,"('bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records',)",,,,"('multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records',)","(625.0,)",,"('least concernURI:http://eol.org/schema/terms/leastConcernDefinition:A taxon is Least Concern when it has been evaluated against the criteria and does not qualify for Critically Endangered, Endangered, Vulnerable or Near Threatened. Widespread and abundant taxa are included in this category.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records', 'endangeredURI:http://eol.org/schema/terms/endangeredDefinition:A taxon is Endangered when the best available evidence indicates that it meets any of the \\r\\ncriteria A to E for Endangered, and it is therefore considered to be facing a very high risk of extinction in the wild.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records')",,,"('wormsURI:https://www.wikidata.org/entity/Q47253Definition:animals that typically have a long tube-like bodyshow all records', 'amphibiansURI:https://www.wikidata.org/entity/Q10908Definition:class of tetrapods, whose living forms include frogs, toads, salamanders, newts and caeciliansshow all records', 'arthropodsURI:https://www.wikidata.org/entity/Q1360Definition:phylum of animalsshow all records', 'insectsURI:https://www.wikidata.org/entity/Q1390Definition:a class of mainly terrestrial arthropodsshow all records', 'crustaceansURI:https://www.wikidata.org/entity/Q25364Definition:subphylum of arthropodsshow all records')",,,,"('Mississippi Lowland ForestsURI:http://eol.org/schema/terms/Mississippi_lowland_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0409show all records', 'Southeastern Mixed ForestsURI:http://eol.org/schema/terms/Southeastern_mixed_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0413show all records', 'Central U.S. Hardwood ForestsURI:http://eol.org/schema/terms/Central_U.S._hardwood_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0404show all records', 'Southern Great Lakes ForestsURI:http://eol.org/schema/terms/Southern_Great_Lakes_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0414show all records', 'Ozark Mountain ForestsURI:http://eol.org/schema/terms/Ozark_Mountain_forestsAttribution:http://www.worldwildlife.org/ecoregions/NA0412show all records')",,,,,,,,,,,,,"('United StatesURI:http://www.geonames.org/6252001show all records', ""The NearcticURI:https://www.wikidata.org/entity/Q737742Definition:one of the eight terrestrial ecozones constituting the Earth's land surfaceAttribution:https://commons.wikimedia.org/wiki/File:Ecozone_Nearctic.svgshow all records"", 'CanadaURI:http://www.geonames.org/6251999show all records', 'West VirginiaURI:http://www.geonames.org/4826850show all records', 'OklahomaURI:http://www.geonames.org/4544379show all records')",,,,"('terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records', 'temperateURI:http://purl.obolibrary.org/obo/ENVO_01000206show all records', 'grasslandURI:http://purl.obolibrary.org/obo/ENVO_01000177Definition:A grassland biome is a terrestrial biome which  includes, across its entire spatial extent, an unbroken layer of grasses (Gramineae), sedges (Cyperaceae) or  rushes (Juncaceae).show all records', 'forestURI:http://purl.obolibrary.org/obo/ENVO_01000174Definition:A forest biome is a terrestrial biome which includes, across its entire spatial extent, densely packed vegetation which strongly limits light penetration to the forest floor.Comment:Preliminary definition.show all records', 'terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records')",,,,,,,,,,"(300.0, 80.0, 30.0, 500.0)","(80.0,)",,,,,,,,,,,,"(165.60000000000002,)",,"('quadrupedal movementURI:https://www.wikidata.org/entity/Q21907045Definition:terrestrial locomotion in animals using four limbsshow all records',)",,,,,,,"('promiscuousURI:http://purl.obolibrary.org/obo/ECOCORE_00000067Definition:A member of one sex mates with any member of the opposite sexshow all records',)",,,,,,"('apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records',)","('actively mobileURI:http://eol.org/schema/terms/activelyMobileDefinition:uses self-propelled locomotion to change location on a regular basisshow all records',)","(""The NearcticURI:https://www.wikidata.org/entity/Q737742Definition:one of the eight terrestrial ecozones constituting the Earth's land surfaceAttribution:https://commons.wikimedia.org/wiki/File:Ecozone_Nearctic.svgshow all records"",)",,"(3.0,)",,,,"(2285.0,)","(2124.0,)","(18.0,)",,,,,"('provisioningURI:https://www.wikidata.org/entity/Q2874419Definition:supplying materials, especially foodshow all records', 'protectionURI:https://www.wikidata.org/entity/Q2251595Definition:action or precaution against a threat against an uncertainty or possible unpleasant eventsshow all records', 'female provides careURI:http://eol.org/schema/terms/parentalCareFemaleDefinition:the female feeds and nurtures offspringAttribution:Richard M. Sibly, Christopher C. Witt, Natalie A. Wright, Chris Venditti, Walter Jetz, and James H. Brown. 2012.  Energetics, lifestyle, and reproduction in birds.  PNAS 109(27):10937-10941, doi:10.1073/pnas.1206512109show all records', 'no parental careURI:http://polytraits.lifewatchgreece.eu/terms/BP_NOshow all records')",,"('Stable',)",,,"(35.0,)",,,,"('sexual reproductionURI:http://purl.obolibrary.org/obo/GO_0019953Definition:Capable of creating a new organism by combining the genetic material of two gametes, which may come from two parent organisms or from a single organism, in the case of self-fertilizing hermaphrodites.show all records',)",,"('electroreceptionURI:https://www.wikidata.org/entity/Q1326528Definition:detection and measurement of weak electric fields, via specialized sense organs and brain structures that process this informationshow all records',)","('dioeciousURI:https://www.wikidata.org/entity/Q148681Definition:a characteristic of a species, meaning that it has distinct male and female individual organisms.show all records',)",,,,,,,,,,,,,"('molluscivoreURI:https://www.wikidata.org/entity/Q3319613Definition:carnivorous animal that specialises in feeding on molluscsshow all records', 'insectivoreURI:http://www.wikidata.org/entity/Q677088Definition:organism that eats insects.show all records', 'invertivoreURI:http://eol.org/schema/terms/invertivoreDefinition:An organism that feed on invertebrate animals (insects, crustaceans, molluscs, worms, etc.)show all records', 'carnivoreURI:https://www.wikidata.org/entity/Q81875Definition:organism that eats mostly or exclusively animal tissueAttribution:Crustacean body sizesshow all records')",,,,,"('corneal eyesURI:https://eol.org/schema/terms/corneal_eyesDefinition:Because of the difference in refractive index between air and water (or corneal tissue), a curved cornea is an image-forming lens in its own right. Its focal length is determined by the radius of curvature of the cornea. Many corneal eyes (eg: in land vertebrates) also have lenses, but the lens is flattened and weakened compared with an aquatic lens; most of the refractive power is provided by the cornea. Corneal eyes cannot focus in aquatic habitat.Attribution:https://www.britannica.com/science/photoreception/Single-chambered-eyes#ref278820show all records',)",,,,,,,,,,
24379,Osteopilus dominicensis,1018724,"('bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records',)",,,,,,,,"('Uromacer catesbyi (Schlegel 1837)', 'Uromacer catesbyi (Schlegel 1837)')",,,,,"(""Hypsirhynchus parvifrons (Cope 1862) (Cope's Antilles Snake)"", 'Uromacer catesbyi (Schlegel 1837)', 'Uromacer catesbyi (Schlegel 1837)')",,,"('otolithsURI:https://www.wikidata.org/entity/Q591800Definition:Inner-ear structure in vertebrates which detects acceleration and may detect acoustic signalsshow all records', 'tympanic middle earURI:http://purl.obolibrary.org/obo/UBERON_0001756Definition:the air-filled cavity within the skull of vertebrates that lies between the outer ear and the inner ear. It is linked to the pharynx (and therefore to outside air) via the Eustachian tube and in mammals contains the three ear ossicles, which transmit auditory vibrations from the outer ear (via the tympanum) to the inner earshow all records')",,,,,,,,,,"('multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records',)",,,"('least concernURI:http://eol.org/schema/terms/leastConcernDefinition:A taxon is Least Concern when it has been evaluated against the criteria and does not qualify for Critically Endangered, Endangered, Vulnerable or Near Threatened. Widespread and abundant taxa are included in this category.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records',)",,,,,,,"('Hispaniolan Moist ForestsURI:http://eol.org/schema/terms/Hispaniolan_moist_forestsAttribution:https://www.worldwildlife.org/ecoregions/nt0127show all records', 'Enriquillo WetlandsURI:http://eol.org/schema/terms/Enriquillo_wetlandsAttribution:https://www.worldwildlife.org/ecoregions/nt0903show all records', 'Hispaniolan Pine ForestsURI:http://eol.org/schema/terms/Hispaniolan_pine_forestsAttribution:http://www.worldwildlife.org/ecoregions/NT0305show all records', 'Bahamoan-Antillean MangrovesURI:http://eol.org/schema/terms/Bahamoan-Antillean_mangrovesAttribution:https://www.worldwildlife.org/ecoregions/nt1402show all records', 'Hispaniolan Dry ForestsURI:http://eol.org/schema/terms/Hispaniolan_dry_forestsAttribution:https://www.worldwildlife.org/ecoregions/nt0215show all records')",,,,"('The Dominican RepublicURI:http://www.geonames.org/3508796show all records',)",,,,,,,,,"('The Dominican RepublicURI:http://www.geonames.org/3508796show all records', 'The Dominican RepublicURI:http://www.geonames.org/3508796show all records', 'HaitiURI:http://www.geonames.org/3723988show all records', 'Puerto RicoURI:http://www.geonames.org/4566966show all records', 'North AtlanticURI:http://www.marineregions.org/mrgid/1912show all records')",,,,"('terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records', 'freshwater habitatURI:http://purl.obolibrary.org/obo/ENVO_00002037Definition:A habitat that is in or on a body of water containing low concentrations of dissolved salts and other total dissolved solids (<0.5 grams dissolved salts per litre).Comment:Ontology Description: http://environmentontology.org/\nOntology Source: http://envo.googlecode.com/svn/trunk/src/envo/envo.owlshow all records')",,,,,,,,,,,,,,,,,,,,,,,,,"('saltationURI:http://purl.obolibrary.org/obo/NBO_0000370Definition:(Bipedal jumping.) Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to rise in the airshow all records',)",,,,,,,,,,,,,"('apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records',)",,,,,,,,"(328.0,)","(282.0,)","(2.0,)",,,,,,,,,,,,,,"('sexual reproductionURI:http://purl.obolibrary.org/obo/GO_0019953Definition:Capable of creating a new organism by combining the genetic material of two gametes, which may come from two parent organisms or from a single organism, in the case of self-fertilizing hermaphrodites.show all records',)",,,"('dioeciousURI:https://www.wikidata.org/entity/Q148681Definition:a characteristic of a species, meaning that it has distinct male and female individual organisms.show all records',)",,,,,,,,,,,,,,"('Harvard University, Museum of Comparative ZoologyURI:http://biocol.org/urn:lsid:biocol.org:col:33791show all records',)",,,,"('corneal eyesURI:https://eol.org/schema/terms/corneal_eyesDefinition:Because of the difference in refractive index between air and water (or corneal tissue), a curved cornea is an image-forming lens in its own right. Its focal length is determined by the radius of curvature of the cornea. Many corneal eyes (eg: in land vertebrates) also have lenses, but the lens is flattened and weakened compared with an aquatic lens; most of the refractive power is provided by the cornea. Corneal eyes cannot focus in aquatic habitat.Attribution:https://www.britannica.com/science/photoreception/Single-chambered-eyes#ref278820show all records',)",,,,,,,,,,
25806,Tomopterna delalandii,1018728,"('bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records',)",,,,,,,,,,,,,,,,"('extratympanicURI:https://eol.org/schema/terms/extratympanicDefinition:conduction of sound to the inner ear of a vertebrate by a pathway other than the tympanic membrane and the ossicles of the middle earshow all records', 'otolithsURI:https://www.wikidata.org/entity/Q591800Definition:Inner-ear structure in vertebrates which detects acceleration and may detect acoustic signalsshow all records')",,,,,,,,,,"('multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records',)",,,"('least concernURI:http://eol.org/schema/terms/leastConcernDefinition:A taxon is Least Concern when it has been evaluated against the criteria and does not qualify for Critically Endangered, Endangered, Vulnerable or Near Threatened. Widespread and abundant taxa are included in this category.Attribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records',)",,,,,,,"('East Sudanian SavannaURI:http://eol.org/schema/terms/East_Sudanian_savannaAttribution:https://www.worldwildlife.org/ecoregions/at0705show all records', 'Albany ThicketsURI:http://eol.org/schema/terms/Albany_thicketsAttribution:https://www.worldwildlife.org/ecoregions/at1201show all records', 'Guinean Forest-Savanna MosaicURI:http://eol.org/schema/terms/Guinean_forest-savanna_mosaicAttribution:https://www.worldwildlife.org/ecoregions/at0707show all records', 'Lowland Fynbos And RenosterveldURI:http://eol.org/schema/terms/Lowland_fynbos_and_renosterveldAttribution:http://www.worldwildlife.org/ecoregions/AT1202show all records', 'Succulent KarooURI:http://eol.org/schema/terms/Succulent_KarooAttribution:http://www.worldwildlife.org/ecoregions/AT1322show all records')",,,,"('South AfricaURI:http://www.geonames.org/953987show all records',)",,,,,,,,,"('the palearcticURI:http://www.wikidata.org/entity/Q106447show all records', 'AfrotropicsURI:http://eol.org/schema/terms/AfrotropicalAttribution:https://www.oneearth.org/realms/afrotropics/show all records', 'South AtlanticURI:http://www.marineregions.org/mrgid/1914show all records', 'Indian OceanURI:http://www.marineregions.org/mrgid/1904show all records', 'TanzaniaURI:http://www.geonames.org/149590show all records')",,,,"('freshwater habitatURI:http://purl.obolibrary.org/obo/ENVO_00002037Definition:A habitat that is in or on a body of water containing low concentrations of dissolved salts and other total dissolved solids (<0.5 grams dissolved salts per litre).Comment:Ontology Description: http://environmentontology.org/\nOntology Source: http://envo.googlecode.com/svn/trunk/src/envo/envo.owlshow all records', 'terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records')",,,,,,,,,,,,,,,,,,,,,,,"(135.60000000000002,)",,"('saltationURI:http://purl.obolibrary.org/obo/NBO_0000370Definition:(Bipedal jumping.) Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to rise in the airshow all records',)",,,,,,,,,,,,,"('apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records',)",,,,,,,,"(543.0,)","(528.0,)",,,,,,,,"('Unknown',)",,,,,,,"('sexual reproductionURI:http://purl.obolibrary.org/obo/GO_0019953Definition:Capable of creating a new organism by combining the genetic material of two gametes, which may come from two parent organisms or from a single organism, in the case of self-fertilizing hermaphrodites.show all records',)",,,"('dioeciousURI:https://www.wikidata.org/entity/Q148681Definition:a characteristic of a species, meaning that it has distinct male and female individual organisms.show all records',)",,,,,,,,,,,,,,"('museum für naturkunde berlin (zoological collections) (zmb)URI:http://grbio.org/cool/8syf-d21iDefinition:Museum für Naturkunde Berlin (Zoological Collections) (ZMB).  Berlin, Germany. URL for main institutional website: http://www.naturkundemuseum-berlin.de  Formerly Zoologisches Museum der Humboldt-Universität zu Berlinshow all records', 'NHMUK', 'NHMUK', 'NHMUK')",,,,"('corneal eyesURI:https://eol.org/schema/terms/corneal_eyesDefinition:Because of the difference in refractive index between air and water (or corneal tissue), a curved cornea is an image-forming lens in its own right. Its focal length is determined by the radius of curvature of the cornea. Many corneal eyes (eg: in land vertebrates) also have lenses, but the lens is flattened and weakened compared with an aquatic lens; most of the refractive power is provided by the cornea. Corneal eyes cannot focus in aquatic habitat.Attribution:https://www.britannica.com/science/photoreception/Single-chambered-eyes#ref278820show all records',)",,,,,,,,,,
27696,Rhyacotriton kezeri,1018733,"('bilaterally symmetricURI:http://purl.obolibrary.org/obo/PATO_0001324Definition:being symmetric about a plane running from frontal end to caudal end (head to tail), and having nearly identical right and left halvesshow all records',)",,,,,,,,,,,,,,,,"('otolithsURI:https://www.wikidata.org/entity/Q591800Definition:Inner-ear structure in vertebrates which detects acceleration and may detect acoustic signalsshow all records', 'extratympanicURI:https://eol.org/schema/terms/extratympanicDefinition:conduction of sound to the inner ear of a vertebrate by a pathway other than the tympanic membrane and the ossicles of the middle earshow all records', 'lungsURI:https://www.wikidata.org/entity/Q7886Definition:essential respiration organs in many air-breathing animalsshow all records')",,,,"(100.0,)",,,,,,"('multicellularURI:http://purl.obolibrary.org/obo/PATO_0001993Definition:A cellularity quality inhering in a bearer by virtue of the bearers consisting of more than one cell. [ PATOC:GVG ]show all records',)",,,"('near threatenedURI:http://eol.org/schema/terms/nearThreatenedDefinition:A taxon is Near Threatened when it has been evaluated against the criteria but does not qualify for Critically Endangered, Endangered or Vulnerable now, but is close to qualifying for or is likely to qualify for a threatened category in the near futureAttribution:http://www.iucnredlist.org/technical-documents/categories-and-criteriashow all records',)",,,,,,,,,,,"('United StatesURI:http://www.geonames.org/6252001show all records',)",,,,,,,,,"('United StatesURI:http://www.geonames.org/6252001show all records', 'North PacificURI:http://www.marineregions.org/mrgid/1908show all records', 'WashingtonURI:http://www.geonames.org/5815135show all records', 'United StatesURI:http://www.geonames.org/6252001show all records', 'OregonURI:http://www.geonames.org/5744337show all records')",,,,"('coastalURI:http://purl.obolibrary.org/obo/ENVO_01000687show all records', 'riverURI:http://purl.obolibrary.org/obo/ENVO_01000253show all records', ""valleyURI:http://purl.obolibrary.org/obo/ENVO_00000100Definition:A depression caused by erosion by water or ice. Low-lying land bordered by higher ground; especially elongate, relatively large gently sloping depressions of the Earth's surface, commonly situated between two mountains or between ranges of hills or mountains, and often containing a stream with an outlet.show all records"", 'terrestrialURI:http://purl.obolibrary.org/obo/ENVO_00000446Definition:A biome that applies to the terrestrial realm.show all records', 'freshwater habitatURI:http://purl.obolibrary.org/obo/ENVO_00002037Definition:A habitat that is in or on a body of water containing low concentrations of dissolved salts and other total dissolved solids (<0.5 grams dissolved salts per litre).Comment:Ontology Description: http://environmentontology.org/\nOntology Source: http://envo.googlecode.com/svn/trunk/src/envo/envo.owlshow all records')",,,,,,,,,,"(300.0, 500.0, 30.0, 80.0)","(80.0,)",,,,,,,,,,,,,,"('quadrupedal movementURI:https://www.wikidata.org/entity/Q21907045Definition:terrestrial locomotion in animals using four limbsshow all records',)",,,,,,,,,,,,,"('apatiteURI:http://purl.obolibrary.org/obo/CHEBI_52254Definition:A phosphate mineral with the general formula Ca5(PO4)3X where X = OH, F or Clshow all records',)",,,,,,,,"(230.0,)","(228.0,)",,,,,,,,"('Stable',)",,,,,,,"('sexual reproductionURI:http://purl.obolibrary.org/obo/GO_0019953Definition:Capable of creating a new organism by combining the genetic material of two gametes, which may come from two parent organisms or from a single organism, in the case of self-fertilizing hermaphrodites.show all records',)",,,"('dioeciousURI:https://www.wikidata.org/entity/Q148681Definition:a characteristic of a species, meaning that it has distinct male and female individual organisms.show all records',)",,,,,,,,,,,,,,"('(MVZ) - MVZ Herp Collection (Arctos) {http://mvz.berkeley.edu/Herp_Collection.html}', '(MVZ) - MVZ Herp Collection (Arctos) {http://mvz.berkeley.edu/Herp_Collection.html}', '(MVZ) - MVZ Herp Collection (Arctos) {http://mvz.berkeley.edu/Herp_Collection.html}', '(MVZ) - MVZ Herp Collection (Arctos) {http://mvz.berkeley.edu/Herp_Collection.html}', '(MVZ) - MVZ Herp Collection (Arctos) {http://mvz.berkeley.edu/Herp_Collection.html}')",,,,"('corneal eyesURI:https://eol.org/schema/terms/corneal_eyesDefinition:Because of the difference in refractive index between air and water (or corneal tissue), a curved cornea is an image-forming lens in its own right. Its focal length is determined by the radius of curvature of the cornea. Many corneal eyes (eg: in land vertebrates) also have lenses, but the lens is flattened and weakened compared with an aquatic lens; most of the refractive power is provided by the cornea. Corneal eyes cannot focus in aquatic habitat.Attribution:https://www.britannica.com/science/photoreception/Single-chambered-eyes#ref278820show all records',)",,,,,,,,,,
