lat_grid,long_grid,BIO1,BIO5,BI06,BIO12,BIO15,gridID,habitat
-46.0,169.0,8.06351089477539,20.07999992370605,-2.225250005722046,1208.0,19.534542083740234,112,1
-46.0,169.5,9.14716625213623,19.77199935913086,-0.4550000131130218,871.0,15.004623413085938,113,1
-46.0,170.0,9.907093715667726,19.93264012336731,0.5119772208854557,833.35,13.583481550216675,114,1
-46.0,170.5,10.402623647802017,20.17426560345818,0.9601432884440703,734.7764705882353,16.63885793124928,115,1
-45.5,-69.5,10.553750038146973,23.51625061035156,-0.2989999949932098,145.0,32.338993072509766,116,2
-45.5,167.0,7.1399688720703125,16.16949987411499,0.06487500667572021,2465.0,21.293736457824707,117,1
-45.5,167.5,9.796686914232042,19.78513950771756,1.2292499940635429,1627.2222222222222,15.63149685329861,118,1
-45.5,168.0,5.837145805358887,17.257999420166016,-3.630249977111816,2865.0,23.1557731628418,119,1
-45.5,168.5,7.787642616033554,18.851768684387203,-1.8081343740224838,1712.6375,18.89915225505829,120,1
-45.5,169.0,9.022508430480958,22.017200469970703,-2.520149993896484,829.2,18.1713436126709,121,1
-45.5,170.5,10.657091776529947,21.198680877685547,0.3105354209740956,575.3333333333334,19.60389455159505,122,1
-45.0,-73.0,8.599666595458984,17.201000213623047,0.784500002861023,2307.0,31.13643264770508,123,1
-45.0,-66.0,12.519420623779299,24.163813591003418,2.2199103832244873,184.0,51.30338668823242,124,2
-45.0,167.5,7.1794270277023315,17.154812335968018,-1.5536874830722809,2964.75,22.622537612915043,125,1
-45.0,168.0,6.928244556699481,17.502661977495467,-2.3128562654767717,2832.1428571428573,20.185060909816197,126,1
-45.0,168.5,7.4001293500264484,19.724699783325196,-3.388683255513509,1574.8,25.190821584065755,127,1
-45.0,169.0,8.367127601916973,20.957586948688213,-2.6672210693359375,1255.1153846153845,23.991816960848293,128,1
-45.0,169.5,7.717329661051433,21.012083689371746,-3.902749935785929,1122.0,24.535603841145832,129,1
-45.0,170.0,8.115348407200404,20.79535756792341,-3.1093928813934326,1036.4285714285713,20.310599190848215,130,1
-44.5,-65.5,12.811476707458496,25.09429931640625,1.7780702114105225,189.0,33.591888427734375,131,2
-44.5,168.0,9.277957916259766,18.30745887756348,1.041712760925293,3770.0,20.167346954345703,132,6
-44.5,168.5,9.906614303588867,19.21274948120117,0.9660000205039978,3593.0,22.75881004333496,133,6
-44.5,169.0,6.465081532796224,17.69291623433431,-3.153833349545797,3358.5,23.992998758951824,134,1
-44.5,170.0,9.529006596269278,22.43391306646939,-2.1773362447475564,1019.1034482758621,15.570714457281705,135,1
-44.5,171.0,11.33315372467041,21.419137954711925,1.3870813846588137,594.0,13.09437656402588,136,1
-44.5,171.5,11.60580348968506,22.292856216430664,1.3321428298950195,642.0,20.228927612304688,137,1
-44.0,-177.0,11.452815055847168,18.89668846130371,4.749669075012207,1012.0,17.89371109008789,138,1
-44.0,-176.5,11.494093894958496,19.001941680908203,4.672815799713135,1033.0,16.24315643310547,139,1
-44.0,-75.0,7.126936912536621,13.704824447631836,0.569298267364502,1587.0,31.1506290435791,140,1
-44.0,-73.5,8.972951889038086,17.197479248046875,1.7886555194854736,2629.0,34.08843994140625,141,1
-44.0,-66.5,12.62125015258789,26.213499069213867,0.5230000019073486,183.0,30.72724342346192,142,2
-44.0,146.0,10.666163444519045,18.467241287231445,4.231034278869629,1753.0,20.54125022888184,143,1
-44.0,146.5,10.77439308166504,18.61898803710937,3.949367046356201,1312.0,21.70873641967773,144,1
-44.0,169.0,9.670310974121094,18.93082618713379,1.0403509140014648,3829.0,19.639480590820312,145,6
-44.0,170.0,6.756677700923039,19.09613462594839,-3.8315576956822324,2268.153846153846,22.371818395761345,146,1
-44.0,170.5,8.530645370483398,20.364500045776367,-2.721750020980835,1455.0,16.567285537719727,147,1
-44.0,171.0,7.949718952178955,20.339000701904297,-3.223249912261963,1568.0,23.928342819213867,148,1
-44.0,171.5,11.376072883605955,22.629749298095703,0.7174999713897705,687.0,9.519773483276367,149,1
-44.0,172.0,11.762338561396446,22.63131209342711,1.5183328207462066,667.8548387096774,13.881966821609007,150,1
-44.0,172.5,11.684235380014357,22.175746015693306,1.842853406276083,822.2888086642599,25.13824438790552,151,1
-44.0,173.0,10.826809883117676,20.78924369812012,1.7705179452896118,1054.0,33.41043472290039,152,1
-43.5,-74.0,10.390636444091797,17.89963150024414,4.11918830871582,2410.0,36.71855163574219,153,1
-43.5,-72.0,7.735479116439819,19.52468776702881,-2.081749975681305,1266.5,47.1156005859375,154,1
-43.5,-71.5,9.460583686828612,22.6252498626709,-1.2627500295639038,921.0,49.56549453735352,155,1
-43.5,-65.5,13.49087905883789,27.51697874069214,0.9965992718935013,204.75,21.23086977005005,156,2
-43.5,146.0,10.30385971069336,18.826901572091238,3.418273006166731,2135.714285714286,21.860923767089844,157,1
-43.5,146.5,10.164803345998129,18.922643740971882,2.7953081925710044,1325.9166666666667,21.555603742599487,158,1
-43.5,147.0,10.7926687332521,19.276463612016425,3.535461644092238,968.0963855421687,15.972410213516419,159,1
-43.5,147.5,11.131558851762252,18.66901380365545,4.7114435542713515,863.0,13.833787311207164,160,1
-43.5,148.0,11.51388931274414,18.16666603088379,5.733333110809326,852.0,14.506471633911133,161,1
-43.5,170.0,11.271804046630859,20.151980209350587,1.888295316696167,2906.2,24.139091873168944,162,1
-43.5,170.5,11.250085830688477,20.558807373046875,1.135492205619812,3142.0,24.57480812072754,163,6
-43.5,171.0,7.5057761669158936,19.57662487030029,-3.122999906539917,1967.5,23.25954818725586,164,1
-43.5,171.5,7.5274366935094195,19.94658327102661,-3.1726249953111014,1868.4166666666667,22.481689453125,165,1
-43.5,172.0,11.360855511256625,22.810589381626677,0.7852678703410285,767.1428571428571,11.178786005292622,166,1
-43.5,172.5,11.863539612358386,21.88904058737833,1.981898468700263,691.6284153005464,14.198700123145931,167,1
-43.0,-74.5,9.123017311096191,16.178632736206055,3.2774927616119385,2133.0,40.16450500488281,168,1
-43.0,-74.0,9.90861733754476,17.394779841105144,3.967478036880493,2148.3333333333335,40.70331573486328,169,1
-43.0,-73.0,11.052532196044922,18.798734664916992,4.7443037033081055,2343.0,40.38335418701172,170,1
-43.0,-72.0,6.285044601985386,18.187428065708705,-3.5377499716622487,1018.1428571428571,50.4385016305106,171,1
-43.0,-71.5,8.296000003814697,21.711750030517578,-2.6268750429153442,628.5,52.76202201843262,172,1
-43.0,-65.5,13.572572708129885,27.52411842346192,1.4230352640151978,179.0,21.340808868408203,173,2
-43.0,-65.0,13.578333854675291,26.734399795532227,2.023200035095215,187.0,24.724063873291016,174,2
-43.0,-64.5,13.091007232666016,24.733654022216797,2.72237229347229,218.5,34.32081985473633,175,2
-43.0,-64.0,12.848629474639893,23.683705329895023,2.810929596424103,245.5,43.63644313812256,176,2
-43.0,146.0,8.426739692687988,18.546499252319336,0.7487500309944153,1805.0,21.582012176513672,177,1
-43.0,146.5,9.141077463443462,19.679278960594765,0.9170480909255835,1148.3076923076924,20.182808509239788,178,1
-43.0,147.0,10.83289816187716,20.946547979596016,2.3418351000752944,830.5862068965517,16.418757197500646,179,1
-43.0,147.5,11.825800471835667,21.38135528564453,3.303360356224908,666.1111111111111,14.81065199110243,180,1
-43.0,148.0,11.58065700531006,19.658536911010746,4.072357654571533,730.0,14.129749298095703,181,1
-43.0,170.5,11.70091724395752,20.264881134033203,2.435119152069092,2387.0,13.895711898803713,182,1
-43.0,171.0,10.248992226340553,19.85083319924094,1.0073644302108071,3219.818181818182,21.246251019564543,183,6
-43.0,171.5,6.360460705227322,18.16491656833225,-3.628000100453695,2931.222222222222,15.585767322116428,184,1
-43.0,172.0,7.669874906539917,19.714688301086426,-2.7883750200271606,1935.5,21.40756368637085,185,1
-43.0,172.5,10.711967195783343,22.78764316013881,-0.3183571440832956,873.7142857142857,12.411678586687358,186,1
-43.0,173.0,11.896415857168344,22.996763962965744,1.867505825482882,846.1538461538462,20.48829621535081,187,1
-42.5,-74.0,9.964086638556585,17.503614637586807,4.138240893681844,2209.222222222222,42.16065639919705,188,1
-42.5,-72.0,6.606328248977661,18.916625022888184,-3.136375069618225,1124.5,53.670223236083984,189,1
-42.5,-64.5,13.331757545471191,25.16872787475586,2.8712728023529053,225.0,33.80223083496094,190,2
-42.5,-64.0,13.350555419921875,25.16833432515462,2.815500020980835,236.33333333333334,35.53633371988932,191,2
-42.5,145.0,11.72143300374349,20.312563705444337,5.005731773376465,1736.7333333333333,26.709209442138672,192,1
-42.5,145.5,7.919426918029785,18.20249938964844,0.6007500290870667,2336.0,25.55304336547852,193,1
-42.5,146.0,7.346642414728801,18.04449987411499,-0.2693750001490116,1854.5833333333333,24.594042142232258,194,1
-42.5,146.5,7.678072929382324,18.87775039672852,-0.7172499895095825,877.0,20.620018005371094,195,1
-42.5,147.0,10.572260856628418,22.787500381469727,0.8224999904632568,543.0,15.180696487426758,196,1
-42.5,147.5,11.12265920639038,21.00917911529541,2.22210693359375,647.0,14.686671257019043,197,1
-42.5,148.0,12.460800464336687,21.1217470902663,3.9704344272613525,706.9230769230769,17.920584752009464,198,1
-42.5,171.0,10.987710779363459,19.693781766024504,2.526532693342729,3288.909090909091,17.826275218616832,199,6
-42.5,172.0,7.75665267308553,19.270333607991535,-2.4871666431427,2599.6666666666665,22.384150822957356,200,1
-42.5,173.5,12.238935661315917,20.937533569335937,4.12191596031189,959.2,22.15760192871094,201,1
-42.0,-73.5,10.60867691040039,19.69099998474121,3.79325008392334,1874.0,38.59200286865234,202,1
-42.0,-72.0,7.154328107833862,20.28849983215332,-2.9290000200271606,1051.5,55.313589096069336,203,1
-42.0,-71.5,7.018833160400391,20.53274917602539,-3.4019999504089355,862.0,55.80778121948242,204,1
-42.0,-67.0,9.944125175476074,25.37700080871582,-3.065999984741211,207.0,25.607812881469727,205,2
-42.0,145.0,11.419416046142578,20.23907737731934,4.655020427703858,1657.4,29.84417266845703,206,1
-42.0,145.5,7.640187323093414,17.693827509880066,0.6288593643112108,2363.9375,31.806819558143616,207,1
-42.0,146.0,8.267017841339111,18.340204412286933,0.8384318107908423,1660.6363636363637,29.644261620261453,208,1
-42.0,146.5,8.150209188461304,18.736645539601643,0.07922917107741041,995.4166666666666,27.086437702178955,209,1
-42.0,147.0,12.076874732971191,23.72974967956543,2.6932499408721924,682.0,23.441219329833984,210,1
-42.0,148.0,11.489930868148804,20.85607624053955,2.672775000333786,800.25,16.275405645370483,211,1
-42.0,172.5,8.203172343117851,19.550052779061453,-2.10255366563797,1866.0,13.800036498478482,212,1
-42.0,173.5,11.995083332061768,23.073250770568848,1.3490000367164612,953.5,13.34998607635498,213,1
-42.0,174.0,12.586648178100585,22.23912410736084,3.3145823001861574,779.7,18.14863166809082,214,1
-42.0,175.0,11.734274864196776,20.42881393432617,4.256497383117676,1276.0,32.97886276245117,215,1
-41.5,-73.5,10.61342716217041,20.559499740600582,3.14424991607666,1647.0,39.98885726928711,216,1
-41.5,-73.0,11.151783943176268,20.870492458343506,3.81337571144104,1737.25,40.78065299987793,217,1
-41.5,-72.0,6.633492511251698,19.15960933851159,-2.7417718534884243,1236.9130434782608,57.45648856784987,218,1
-41.5,-71.5,7.588555431365966,20.71588863796658,-2.1124833186467487,954.8666666666667,59.38526492648654,219,1
-41.5,-71.0,7.253927230834961,22.163000106811523,-3.576499938964844,622.0,67.21403503417969,220,1
-41.5,-70.5,8.714885711669922,24.503999710083008,-3.0989999771118164,373.0,52.96964645385742,221,2
-41.5,-65.5,14.591666221618652,28.96529960632324,1.9149253368377688,236.0,23.73465156555176,222,2
-41.5,-63.5,14.315835952758787,28.50957489013672,1.9117021560668943,317.0,25.33974266052246,223,2
-41.5,-63.0,14.054491996765137,27.375,2.0546875,366.0,27.9227294921875,224,2
-41.5,145.0,9.287520408630373,18.41724967956543,2.651249885559082,1996.0,34.83359146118164,225,1
-41.5,145.5,11.593816086098002,20.688885264926483,4.154855767885844,1289.351851851852,34.63278968245895,226,1
-41.5,146.0,12.168421453359176,21.676672137513453,4.127134508016158,1040.530612244898,31.35198063753089,227,1
-41.5,146.5,12.486609369516373,21.7807577252388,4.566928640007973,847.625,30.74369192123413,228,1
-41.5,147.0,11.959124668224439,22.38840670199008,3.2023741167944832,814.5135135135135,27.284684567838102,229,1
-41.5,147.5,12.087632179260254,21.647000630696613,3.428000052769979,972.0,27.640344619750977,230,1
-41.5,148.0,12.451455473899843,21.6518132686615,3.4165918231010437,894.625,16.64839482307434,231,1
-41.5,172.5,11.035003821055092,21.1213116645813,1.3287291158145915,1803.5,18.266131242116288,232,1
-41.5,173.0,12.309630699157715,22.271864166259764,2.25534903138876,1272.48,18.81971748352051,233,1
-41.5,173.5,11.77323637008667,21.379248046875,2.3569934725761414,1378.1,16.176815700531005,234,1
-41.5,174.5,12.22605336006052,20.524585047378917,4.511150577385437,1385.192118226601,21.573621947189856,235,1
-41.5,175.0,11.897684720846323,21.123446611257698,3.5717595448860755,1439.5,24.05976361494798,236,1
-41.5,175.5,12.111489295959473,22.68950080871582,3.3299999237060547,1104.0,29.46172332763672,237,1
-41.0,-74.0,9.638921737670898,17.764423370361328,3.275000095367432,1736.0,51.26628875732422,238,1
-41.0,-73.5,10.935791969299318,21.584332784016926,2.971583445866903,1346.6666666666667,54.22497304280599,239,1
-41.0,-72.5,6.855802059173584,19.194499969482425,-2.062750101089477,1881.0,51.11576461791992,240,1
-41.0,-72.0,7.004821899089407,19.612973111741088,-2.2632287284161183,1350.468085106383,59.7114580844311,241,1
-41.0,-71.5,5.986428488855776,19.41665209894595,-3.8635217106860615,927.7391304347826,63.405915467635445,242,1
-41.0,-66.5,14.4662504196167,30.50925064086914,0.6137499809265137,252.0,23.25826072692871,243,2
-41.0,-65.5,15.009039560953775,29.79015858968099,2.0084327856699624,265.3333333333333,25.401030858357746,244,2
-41.0,-65.0,15.006037712097168,29.43755149841309,2.148979663848877,275.0,25.242366790771484,245,2
-41.0,-64.5,14.57912540435791,29.28949928283692,1.7382500171661377,283.0,22.64576530456543,246,2
-41.0,-63.0,14.325093507766724,28.679250717163086,1.6717499792575838,370.25,27.81234216690063,247,2
-41.0,144.5,12.542338371276855,20.7227783203125,6.111111164093018,1178.0,34.997772216796875,248,1
-41.0,145.0,12.72487277984619,21.424765014648436,5.300415134429931,1111.6,34.332218933105466,249,1
-41.0,145.5,12.845680892467499,21.59538972377777,5.315398812294007,1172.6875,35.76430940628052,250,1
-41.0,147.5,12.998303413391113,22.80888843536377,4.204466819763184,727.0,24.37245750427246,251,1
-41.0,148.0,13.353009223937988,21.675926208496094,5.775926113128662,703.0,16.63699722290039,252,1
-41.0,172.0,11.735512018203735,20.406163215637207,3.3872500732541084,2117.5,18.299613952636726,253,1
-41.0,172.5,12.227087107571691,21.033210754394528,3.819850271398371,1903.5454545454545,18.933018250898883,254,1
-41.0,173.0,12.386725425720215,21.21796417236328,3.7200000286102295,1606.5,23.5077543258667,255,1
-41.0,174.5,12.413818359375,21.21012687683105,4.0025315284729,1255.0,17.98600959777832,256,1
-41.0,175.0,11.476575498711574,20.731723184454932,2.9340127526897275,1533.6301369863013,17.53343579540514,257,1
-41.0,175.5,12.394182268778483,22.821450169881185,3.5463166236877446,1070.0666666666666,26.39983253479004,258,1
-40.5,-73.5,11.035634994506836,21.37624931335449,3.445499897003174,1401.0,56.505470275878906,259,1
-40.5,-72.0,6.456395882826585,19.253788727980393,-2.8817307582268348,1300.3846153846155,59.04017756535457,260,1
-40.5,-71.5,7.361260440614489,20.860874599880646,-2.3609861665301852,1071.7222222222222,59.24892383151584,261,1
-40.5,-71.0,10.03223991394043,25.8754997253418,-1.3727500438690186,501.0,50.0817756652832,262,2
-40.5,-65.5,15.652948379516602,30.708250045776367,2.400500059127808,302.0,22.21427154541016,263,8
